user_id,date,device,sex,Employment_status
235641,17-01-2015,Desktop,Male,self employed
46138,28-01-2015,Desktop,Female,self employed
704505,17-04-2015,Desktop,Male,self employed
317040,19-02-2015,Mobile,Male,self employed
354426,22-01-2015,Mobile,Male,self employed
3978,10-02-2015,Desktop,Female,self employed
43885,19-01-2015,Desktop,Male,self employed
567894,30-01-2015,Desktop,Male,self employed
340220,03-02-2015,Desktop,Female,self employed
678264,02-03-2015,Mobile,Female,self employed
422039,14-04-2015,Desktop,Male,self employed
174725,02-04-2015,Desktop,Female,self employed
325117,12-03-2015,Desktop,Male,self employed
796364,27-04-2015,Desktop,Male,self employed
638034,15-04-2015,Mobile,Female,self employed
782890,07-01-2015,Mobile,Female,self employed
652162,09-01-2015,Mobile,Female,self employed
86696,25-01-2015,Desktop,Female,self employed
984403,16-04-2015,Desktop,Female,self employed
470692,28-04-2015,Desktop,Female,self employed
457994,05-02-2015,Desktop,Male,self employed
668309,05-02-2015,Desktop,Male,self employed
813196,06-02-2015,Desktop,Male,self employed
803781,06-01-2015,Desktop,Female,self employed
127487,28-02-2015,Desktop,Female,self employed
266509,19-03-2015,Mobile,Female,self employed
959905,02-03-2015,Mobile,Female,self employed
452711,24-04-2015,Mobile,Female,self employed
336937,10-02-2015,Desktop,Female,self employed
687,11-03-2015,Desktop,Female,self employed
690564,24-01-2015,Mobile,Female,self employed
395125,31-03-2015,Desktop,Male,self employed
808048,14-01-2015,Desktop,Male,self employed
284343,19-02-2015,Desktop,Female,self employed
794729,07-04-2015,Desktop,Male,self employed
806340,23-02-2015,Mobile,Male,self employed
771609,05-01-2015,Mobile,Male,self employed
625492,07-02-2015,Desktop,Female,self employed
684038,01-04-2015,Mobile,Male,self employed
134792,22-02-2015,Mobile,Female,self employed
677771,16-02-2015,Desktop,Male,self employed
153898,09-01-2015,Mobile,Male,self employed
864491,23-02-2015,Desktop,Male,self employed
958912,04-01-2015,Mobile,Female,self employed
682151,07-02-2015,Desktop,Male,self employed
85650,19-03-2015,Desktop,Female,self employed
574728,26-02-2015,Mobile,Male,self employed
918580,12-01-2015,Desktop,Male,self employed
432671,27-01-2015,Desktop,Female,self employed
161173,28-01-2015,Mobile,Female,self employed
952332,18-02-2015,Desktop,Male,self employed
609765,25-01-2015,Desktop,Male,self employed
189643,11-02-2015,Mobile,Female,self employed
261793,04-02-2015,Mobile,Male,self employed
387590,08-01-2015,Desktop,Female,self employed
229101,21-04-2015,Mobile,Female,self employed
471524,26-01-2015,Desktop,Female,salaried
546697,09-03-2015,Mobile,Female,salaried
460981,14-02-2015,Desktop,Male,salaried
400668,24-01-2015,Desktop,Female,salaried
517620,20-03-2015,Desktop,Male,salaried
70153,07-01-2015,Desktop,Female,salaried
654143,10-01-2015,Desktop,Male,salaried
759479,15-01-2015,Desktop,Female,salaried
906949,01-03-2015,Desktop,Male,salaried
419149,01-01-2015,Desktop,Female,salaried
842629,12-04-2015,Desktop,Male,salaried
908553,27-02-2015,Mobile,Female,salaried
188316,11-02-2015,Mobile,Female,salaried
169918,10-03-2015,Desktop,Female,salaried
416156,02-04-2015,Desktop,Male,salaried
880066,10-01-2015,Desktop,Male,salaried
426372,05-01-2015,Desktop,Female,salaried
167143,03-02-2015,Desktop,Female,salaried
628785,07-01-2015,Desktop,Female,salaried
660105,03-04-2015,Mobile,Male,salaried
784770,23-02-2015,Desktop,Male,salaried
952945,21-04-2015,Mobile,Male,salaried
734847,15-02-2015,Mobile,Male,salaried
88313,15-04-2015,Mobile,Male,salaried
693621,23-03-2015,Desktop,Male,salaried
811543,10-03-2015,Desktop,Male,salaried
461290,03-03-2015,Desktop,Male,salaried
319600,18-04-2015,Mobile,Female,salaried
496165,09-03-2015,Mobile,Male,salaried
83958,20-03-2015,Desktop,Male,salaried
532541,02-03-2015,Mobile,Male,salaried
226217,17-01-2015,Mobile,Female,salaried
621736,05-03-2015,Mobile,Male,salaried
215834,09-02-2015,Mobile,Female,salaried
108354,15-01-2015,Mobile,Male,salaried
445646,18-03-2015,Mobile,Male,salaried
798076,05-02-2015,Desktop,Female,salaried
223033,01-03-2015,Desktop,Male,salaried
412181,17-01-2015,Mobile,Male,salaried
925180,26-04-2015,Desktop,Female,salaried
749757,14-02-2015,Mobile,Female,salaried
71216,10-01-2015,Mobile,Female,salaried
277242,01-03-2015,Desktop,Male,salaried
144713,10-03-2015,Mobile,Female,salaried
271977,10-03-2015,Mobile,Male,salaried
433398,27-03-2015,Mobile,Male,salaried
436828,18-02-2015,Mobile,Female,salaried
647376,17-04-2015,Desktop,Female,salaried
465336,15-02-2015,Desktop,Male,salaried
873204,12-04-2015,Mobile,Female,salaried
971633,22-03-2015,Desktop,Male,salaried
515329,14-04-2015,Desktop,Female,salaried
446887,14-02-2015,Mobile,Male,salaried
923177,02-01-2015,Desktop,Male,salaried
250979,08-01-2015,Mobile,Male,salaried
524169,26-02-2015,Desktop,Female,salaried
569325,21-03-2015,Desktop,Female,salaried
517000,20-03-2015,Mobile,Female,salaried
909630,07-01-2015,Desktop,Male,salaried
544466,05-04-2015,Desktop,Male,salaried
449840,01-01-2015,Desktop,Male,salaried
663658,19-01-2015,Desktop,Male,salaried
806480,15-04-2015,Desktop,Female,salaried
985293,16-01-2015,Desktop,Male,salaried
138001,07-02-2015,Desktop,Male,salaried
563114,02-03-2015,Desktop,Male,salaried
147920,21-02-2015,Desktop,Male,salaried
659824,03-02-2015,Desktop,Male,salaried
56544,25-02-2015,Desktop,Male,salaried
196923,15-04-2015,Mobile,Male,salaried
287734,26-03-2015,Desktop,Male,salaried
258771,14-01-2015,Desktop,Male,salaried
318913,05-01-2015,Mobile,Male,salaried
62600,22-02-2015,Desktop,Male,salaried
886480,15-03-2015,Desktop,Female,salaried
243912,13-04-2015,Mobile,Male,salaried
263620,08-01-2015,Desktop,Male,salaried
82128,09-01-2015,Desktop,Female,salaried
368780,29-03-2015,Mobile,Female,salaried
462067,26-02-2015,Mobile,Male,salaried
499713,01-01-2015,Mobile,Female,salaried
711385,30-04-2015,Desktop,Female,salaried
333294,15-02-2015,Desktop,Male,salaried
998065,27-04-2015,Desktop,Male,salaried
95780,04-04-2015,Mobile,Male,salaried
57251,09-01-2015,Desktop,Male,salaried
927401,30-03-2015,Desktop,Female,salaried
830460,24-04-2015,Mobile,Male,salaried
51719,11-03-2015,Desktop,Female,salaried
188150,27-01-2015,Mobile,Female,salaried
7103,23-02-2015,Desktop,Female,salaried
648087,04-02-2015,Mobile,Male,salaried
151918,30-04-2015,Desktop,Female,salaried
222441,19-02-2015,Desktop,Male,salaried
257966,22-02-2015,Mobile,Female,salaried
860085,26-02-2015,Desktop,Male,salaried
473790,04-01-2015,Mobile,Female,salaried
310391,14-01-2015,Mobile,Female,salaried
901363,22-04-2015,Mobile,Male,salaried
167281,02-03-2015,Desktop,Female,salaried
998298,20-04-2015,Desktop,Male,salaried
568603,30-04-2015,Desktop,Male,salaried
378531,14-02-2015,Desktop,Male,salaried
925639,08-04-2015,Mobile,Male,salaried
987841,11-03-2015,Desktop,Male,salaried
468676,29-03-2015,Desktop,Female,salaried
92699,08-04-2015,Mobile,Female,salaried
139717,04-04-2015,Desktop,Female,salaried
161003,07-01-2015,Desktop,Male,salaried
310800,21-01-2015,Mobile,Female,salaried
568817,31-01-2015,Mobile,Male,salaried
310205,21-01-2015,Mobile,Male,salaried
291213,21-02-2015,Desktop,Female,salaried
15037,16-03-2015,Desktop,Male,salaried
46972,22-03-2015,Mobile,Male,salaried
326780,29-01-2015,Mobile,Male,salaried
115648,07-02-2015,Desktop,Male,salaried
710286,10-03-2015,Desktop,Male,salaried
658181,11-04-2015,Desktop,Female,salaried
373567,26-04-2015,Mobile,Male,salaried
561542,03-04-2015,Mobile,Female,salaried
436783,19-02-2015,Desktop,Male,salaried
823431,10-01-2015,Desktop,Male,salaried
928324,04-03-2015,Desktop,Female,salaried
303484,30-03-2015,Desktop,Female,salaried
996518,25-03-2015,Desktop,Female,salaried
999722,26-04-2015,Mobile,Male,salaried
422506,23-03-2015,Desktop,Male,salaried
141808,10-03-2015,Mobile,Male,salaried
920687,07-01-2015,Desktop,Male,salaried
745361,28-01-2015,Desktop,Male,salaried
260110,16-03-2015,Desktop,Male,salaried
357981,22-01-2015,Desktop,Male,others
79350,28-02-2015,Desktop,Female,others
372033,04-03-2015,Desktop,Male,others
778081,18-04-2015,Desktop,Female,others
346636,20-03-2015,Desktop,Female,others
468747,26-04-2015,Mobile,Female,others
710038,14-02-2015,Mobile,Female,others
280355,03-04-2015,Mobile,Male,others
725316,26-02-2015,Desktop,Male,others
437183,25-01-2015,Desktop,Female,others
341696,02-03-2015,Desktop,Male,others
599785,12-02-2015,Desktop,Female,others
158119,08-01-2015,Desktop,Female,others
420858,08-03-2015,Mobile,Female,others
315704,16-03-2015,Desktop,Male,others
208987,28-03-2015,Desktop,Male,others
917224,17-04-2015,Desktop,Male,others
98275,07-03-2015,Desktop,Male,others
704639,04-03-2015,Desktop,Male,others
982410,05-04-2015,Desktop,Female,others
653508,21-02-2015,Desktop,Male,others
617396,07-04-2015,Desktop,Male,others
920708,23-03-2015,Desktop,Male,others
146368,05-02-2015,Desktop,Male,others
129558,10-04-2015,Desktop,Male,others
772444,07-02-2015,Desktop,Female,others
591612,07-02-2015,Mobile,Male,others
637229,13-01-2015,Desktop,Female,others
717795,13-04-2015,Mobile,Female,others
197294,30-03-2015,Desktop,Female,others
427184,02-02-2015,Desktop,Male,others
40317,02-02-2015,Desktop,Male,others
813519,17-01-2015,Mobile,Female,others
166911,03-01-2015,Desktop,Male,others
647564,09-04-2015,Desktop,Female,others
70133,06-04-2015,Desktop,Male,others
88350,28-02-2015,Mobile,Male,others
807103,18-02-2015,Desktop,Female,others
470839,26-01-2015,Desktop,Male,others
318767,03-02-2015,Desktop,Female,others
308306,20-02-2015,Desktop,Male,others
997968,01-02-2015,Mobile,Male,others
35779,23-04-2015,Mobile,Female,others
421472,22-04-2015,Desktop,Female,others
251300,13-02-2015,Desktop,Female,others
246192,24-04-2015,Desktop,Female,others
288970,19-04-2015,Desktop,Female,others
50712,07-03-2015,Desktop,Male,others
342266,29-03-2015,Mobile,Male,others
103424,05-04-2015,Desktop,Female,others
496348,29-01-2015,Desktop,Female,others
163741,22-01-2015,Desktop,Male,others
20180,07-01-2015,Mobile,Male,others
100887,24-02-2015,Desktop,Male,others
625335,07-02-2015,Desktop,Male,others
84401,28-02-2015,Desktop,Male,others
975488,10-04-2015,Desktop,Female,others
320204,15-02-2015,Desktop,Male,others
399409,09-03-2015,Desktop,Female,others
313083,12-02-2015,Mobile,Male,others
550384,02-02-2015,Desktop,Male,others
95867,14-02-2015,Mobile,Male,others
283615,08-01-2015,Desktop,Female,others
872565,25-01-2015,Desktop,Female,others
658910,20-04-2015,Desktop,Male,others
387352,16-04-2015,Desktop,Male,others
224410,21-04-2015,Desktop,Female,others
607247,22-02-2015,Mobile,Male,others
112067,28-04-2015,Mobile,Male,others
770813,02-04-2015,Desktop,Male,others
31152,29-04-2015,Mobile,Female,others
955457,21-04-2015,Mobile,Male,others
560066,08-03-2015,Desktop,Female,others
832140,02-04-2015,Desktop,Female,others
944512,06-01-2015,Desktop,Male,others
191125,24-02-2015,Mobile,Female,others
957533,18-03-2015,Desktop,Male,others
169587,13-01-2015,Desktop,Male,others
223647,05-03-2015,Desktop,Male,others
154858,12-02-2015,Mobile,Female,others
308973,11-02-2015,Desktop,Male,others
469211,04-04-2015,Mobile,Male,others
350224,12-02-2015,Desktop,Female,others
221413,31-03-2015,Desktop,Female,others
25482,28-04-2015,Mobile,Female,others
476853,08-01-2015,Mobile,Male,others
454110,14-01-2015,Mobile,Female,others
888148,26-04-2015,Desktop,Male,others
534170,30-04-2015,Desktop,Female,others
923242,19-01-2015,Desktop,Female,others
161666,06-01-2015,Desktop,Female,others
830108,21-01-2015,Mobile,Female,others
411778,20-01-2015,Mobile,Male,others
202335,25-04-2015,Desktop,Male,others
143339,05-03-2015,Mobile,Male,others
21598,03-02-2015,Desktop,Female,others
801786,03-04-2015,Desktop,Male,others
993161,16-01-2015,Desktop,Female,others
672963,13-01-2015,Mobile,Female,others
796424,09-03-2015,Mobile,Female,others
580514,01-04-2015,Desktop,Female,others
651030,21-03-2015,Mobile,Male,others
83819,17-03-2015,Mobile,Female,others
533638,06-03-2015,Desktop,Male,others
232656,16-03-2015,Desktop,Female,others
228095,31-01-2015,Desktop,Male,others
845371,08-01-2015,Desktop,Female,others
495101,07-01-2015,Desktop,Female,others
191320,28-01-2015,Desktop,Male,others
162808,17-01-2015,Desktop,Male,others
797883,24-02-2015,Desktop,Female,others
163796,01-03-2015,Desktop,Female,others
522169,20-01-2015,Desktop,Female,others
504099,21-02-2015,Desktop,Female,others
472850,21-04-2015,Desktop,Female,others
186620,04-02-2015,Desktop,Female,others
954207,18-01-2015,Mobile,Male,others
633923,27-01-2015,Desktop,Male,others
656582,01-02-2015,Desktop,Male,others
259750,11-01-2015,Mobile,Male,others
275402,21-01-2015,Desktop,Female,others
813949,28-03-2015,Desktop,Male,others
606884,17-02-2015,Mobile,Female,others
596809,25-02-2015,Mobile,Female,others
401040,15-02-2015,Mobile,Male,others
705368,31-03-2015,Desktop,Male,others
236330,18-01-2015,Desktop,Female,others
943909,26-01-2015,Desktop,Female,others
159993,20-03-2015,Mobile,Male,others
834337,19-01-2015,Desktop,Female,others
991802,21-01-2015,Mobile,Female,others
681091,05-02-2015,Mobile,Female,others
20280,15-03-2015,Desktop,Male,others
656493,11-03-2015,Desktop,Female,others
221316,06-03-2015,Mobile,Male,others
491966,09-01-2015,Mobile,Female,others
292654,24-02-2015,Desktop,Female,others
752321,01-02-2015,Mobile,Female,others
612690,11-01-2015,Desktop,Male,others
818070,27-01-2015,Mobile,Female,others
682275,11-04-2015,Desktop,Male,others
294996,17-04-2015,Desktop,Female,others
893972,23-02-2015,Desktop,Male,others
660346,23-04-2015,Desktop,Male,others
817833,26-02-2015,Desktop,Male,others
59082,05-03-2015,Desktop,Female,others
341313,18-03-2015,Desktop,Male,others
701361,08-02-2015,Desktop,Female,others
998709,24-03-2015,Desktop,Male,others
762693,28-01-2015,Mobile,Male,others
111969,02-04-2015,Mobile,Male,others
684371,12-01-2015,Desktop,Male,others
685824,09-01-2015,Desktop,Male,others
528773,02-02-2015,Desktop,Male,others
129418,20-04-2015,Mobile,Male,others
257775,27-01-2015,Desktop,Female,others
257525,12-01-2015,Mobile,Male,others
59654,21-02-2015,Mobile,Male,others
622124,08-02-2015,Desktop,Male,others
730901,04-04-2015,Desktop,Female,others
472622,31-01-2015,Desktop,Male,others
225854,24-02-2015,Desktop,Female,others
431093,14-01-2015,Mobile,Female,others
797372,10-04-2015,Desktop,Female,others
639958,12-01-2015,Desktop,Female,others
752912,01-04-2015,Mobile,Male,others
698994,16-02-2015,Mobile,Male,others
234031,28-01-2015,Desktop,Male,others
114070,28-02-2015,Desktop,Female,others
256703,09-01-2015,Desktop,Female,others
861599,02-01-2015,Mobile,Female,others
492129,03-04-2015,Desktop,Female,others
608281,14-01-2015,Desktop,Female,others
521582,22-04-2015,Mobile,Male,others
130968,04-02-2015,Desktop,Female,others
178896,07-02-2015,Desktop,Female,others
896215,03-04-2015,Desktop,Male,others
593723,05-03-2015,Desktop,Female,others
399791,13-01-2015,Desktop,Female,others
610027,01-03-2015,Desktop,Female,others
978960,09-01-2015,Mobile,Male,others
277555,09-03-2015,Mobile,Female,others
583523,10-02-2015,Desktop,Male,others
565303,10-04-2015,Mobile,Male,others
884733,14-01-2015,Desktop,Male,others
482127,02-04-2015,Desktop,Female,others
102374,08-02-2015,Desktop,Female,others
367082,27-02-2015,Desktop,Male,others
720555,11-03-2015,Desktop,Female,others
938055,23-04-2015,Desktop,Male,others
917848,08-03-2015,Mobile,Female,others
561369,02-04-2015,Desktop,Male,others
507874,30-01-2015,Mobile,Female,others
342789,26-01-2015,Desktop,Male,others
766435,15-02-2015,Desktop,Male,others
727132,01-02-2015,Desktop,Female,others
175963,12-01-2015,Desktop,Male,others
885928,20-02-2015,Desktop,Female,others
784851,25-03-2015,Mobile,Male,others
484075,25-01-2015,Desktop,Male,others
279579,12-03-2015,Mobile,Male,others
923978,27-03-2015,Desktop,Female,others
616056,04-04-2015,Desktop,Female,others
156721,10-02-2015,Desktop,Male,others
51138,06-01-2015,Desktop,Male,others
3044,16-04-2015,Mobile,Male,others
990013,03-02-2015,Desktop,Male,others
315143,10-01-2015,Desktop,Female,others
409780,05-03-2015,Desktop,Female,others
232034,14-03-2015,Desktop,Female,others
522202,05-03-2015,Mobile,Male,others
402665,11-03-2015,Mobile,Male,others
683635,01-04-2015,Desktop,Female,others
447418,25-04-2015,Desktop,Male,others
521614,30-03-2015,Mobile,Female,others
148678,16-01-2015,Mobile,Male,others
699649,19-01-2015,Desktop,Male,others
468473,04-02-2015,Desktop,Male,others
502785,07-04-2015,Desktop,Female,others
476838,28-04-2015,Desktop,Male,others
805766,04-01-2015,Mobile,Female,others
446728,19-04-2015,Mobile,Female,others
34694,13-04-2015,Desktop,Female,others
456503,24-04-2015,Desktop,Male,others
167031,02-04-2015,Mobile,Male,others
133686,08-02-2015,Desktop,Male,others
545297,24-01-2015,Mobile,Male,others
788616,04-02-2015,Desktop,Male,others
168809,25-04-2015,Mobile,Female,others
177106,31-01-2015,Desktop,Female,others
904921,15-04-2015,Desktop,Female,others
449153,04-03-2015,Desktop,Female,others
856638,15-02-2015,Mobile,Male,others
90370,04-02-2015,Desktop,Female,others
528952,21-04-2015,Desktop,Female,others
143404,12-02-2015,Desktop,Male,others
730273,28-04-2015,Desktop,Female,others
409471,13-04-2015,Mobile,Male,others
975884,30-04-2015,Desktop,Male,others
258027,09-03-2015,Desktop,Male,others
251642,14-03-2015,Desktop,Male,others
482283,17-03-2015,Desktop,Male,others
696208,22-02-2015,Desktop,Female,others
269343,01-04-2015,Mobile,Female,others
143842,13-03-2015,Desktop,Female,others
927327,30-04-2015,Desktop,Female,others
817405,25-03-2015,Desktop,Male,others
253511,16-04-2015,Desktop,Male,others
8638,14-04-2015,Desktop,Female,others
372279,12-04-2015,Desktop,Female,others
340172,25-02-2015,Desktop,Female,others
68709,25-04-2015,Desktop,Female,others
662741,03-04-2015,Mobile,Male,others
449499,25-01-2015,Desktop,Female,others
199373,11-03-2015,Desktop,Female,others
119018,01-02-2015,Desktop,Male,others
427642,19-04-2015,Desktop,Male,others
821630,17-02-2015,Mobile,Female,others
871748,14-02-2015,Desktop,Female,others
208230,11-04-2015,Mobile,Male,others
986175,24-03-2015,Desktop,Female,others
250800,11-04-2015,Mobile,Female,others
227181,31-03-2015,Mobile,Female,others
18664,03-03-2015,Desktop,Female,others
433068,09-02-2015,Mobile,Male,others
313626,08-01-2015,Desktop,Male,others
96612,30-03-2015,Desktop,Male,others
566718,29-04-2015,Mobile,Male,others
725878,01-03-2015,Desktop,Female,others
449793,02-04-2015,Mobile,Female,others
88648,22-01-2015,Mobile,Female,others
941389,23-03-2015,Desktop,Female,others
981632,03-04-2015,Desktop,Female,others
237342,27-04-2015,Desktop,Female,others
350667,21-04-2015,Desktop,Male,others
934806,23-02-2015,Desktop,Male,others
219937,08-02-2015,Mobile,Male,others
697149,29-01-2015,Mobile,Female,others
658492,15-02-2015,Mobile,Male,others
323167,02-03-2015,Mobile,Female,others
325118,07-03-2015,Desktop,Female,others
723326,28-04-2015,Mobile,Female,others
231979,06-03-2015,Desktop,Male,others
736249,13-04-2015,Desktop,Female,others
760304,24-02-2015,Mobile,Male,others
793869,21-04-2015,Desktop,Female,others
904903,29-03-2015,Mobile,Male,others
930023,19-01-2015,Mobile,Male,others
619691,24-01-2015,Desktop,Male,others
64331,17-03-2015,Desktop,Female,others
139578,10-01-2015,Mobile,Female,others
179081,03-02-2015,Mobile,Male,others
584725,08-02-2015,Mobile,Female,others
318228,12-02-2015,Desktop,Male,others
569957,19-02-2015,Desktop,Male,others
329346,21-02-2015,Desktop,Female,others
539955,19-01-2015,Desktop,Male,others
161960,14-02-2015,Mobile,Male,others
134641,13-01-2015,Desktop,Male,others
784880,25-02-2015,Mobile,Female,others
507180,01-03-2015,Desktop,Male,others
877037,25-04-2015,Desktop,Female,others
39198,08-03-2015,Desktop,Female,others
843734,07-02-2015,Desktop,Male,others
789493,15-02-2015,Desktop,Female,others
799695,15-02-2015,Mobile,Female,others
47984,14-01-2015,Desktop,Male,others
231380,18-02-2015,Desktop,Male,others
500438,02-03-2015,Desktop,Male,others
776252,27-01-2015,Desktop,Male,others
637525,21-01-2015,Desktop,Female,others
44671,06-04-2015,Mobile,Male,others
711258,27-01-2015,Desktop,Female,others
239306,13-01-2015,Mobile,Male,others
912566,27-04-2015,Mobile,Female,others
560929,03-02-2015,Mobile,Female,others
578880,02-02-2015,Desktop,Male,others
763173,08-02-2015,Mobile,Female,others
433400,31-03-2015,Mobile,Male,others
354088,07-03-2015,Desktop,Female,others
691661,27-04-2015,Desktop,Male,others
254705,08-01-2015,Desktop,Male,others
819884,23-03-2015,Desktop,Male,others
236900,23-03-2015,Mobile,Female,others
532012,25-02-2015,Mobile,Female,others
922174,15-03-2015,Desktop,Male,others
105679,10-01-2015,Desktop,Female,others
347124,13-03-2015,Mobile,Female,others
503109,26-02-2015,Desktop,Female,others
284383,22-04-2015,Mobile,Female,others
876632,27-03-2015,Mobile,Female,others
699414,24-03-2015,Desktop,Male,others
915066,23-04-2015,Desktop,Male,others
506005,15-02-2015,Mobile,Male,others
233331,22-01-2015,Desktop,Male,others
745477,29-01-2015,Desktop,Female,others
483637,17-04-2015,Desktop,Female,others
695794,29-04-2015,Desktop,Male,others
896946,11-04-2015,Desktop,Male,others
804519,22-03-2015,Mobile,Male,others
405027,28-02-2015,Mobile,Female,others
516215,29-03-2015,Mobile,Male,others
335229,17-03-2015,Desktop,Female,others
131672,24-04-2015,Mobile,Female,others
540317,10-04-2015,Desktop,Male,others
526497,27-01-2015,Desktop,Female,others
114053,08-04-2015,Desktop,Male,others
190132,13-04-2015,Desktop,Female,others
722774,09-04-2015,Mobile,Female,others
916317,28-03-2015,Desktop,Female,others
429159,18-03-2015,Mobile,Male,others
793667,07-04-2015,Desktop,Male,others
967353,11-01-2015,Desktop,Male,others
526856,14-04-2015,Mobile,Male,others
251502,28-03-2015,Mobile,Male,others
765289,07-02-2015,Desktop,Male,others
918240,12-04-2015,Desktop,Male,others
187520,28-04-2015,Mobile,Male,others
557550,03-02-2015,Mobile,Female,others
212820,22-01-2015,Desktop,Male,others
513321,20-02-2015,Desktop,Female,others
741440,21-04-2015,Mobile,Female,others
923672,08-04-2015,Desktop,Male,others
689084,02-04-2015,Desktop,Male,others
442066,20-03-2015,Mobile,Female,others
392635,29-04-2015,Desktop,Male,others
433598,21-03-2015,Mobile,Male,others
872345,01-01-2015,Desktop,Female,others
623363,15-02-2015,Desktop,Male,others
784158,28-03-2015,Mobile,Male,others
278592,10-04-2015,Desktop,Female,others
931750,18-03-2015,Mobile,Male,others
863033,11-02-2015,Mobile,Female,others
235174,06-01-2015,Desktop,Male,others
47735,10-02-2015,Desktop,Female,others
138830,22-04-2015,Desktop,Female,others
555910,15-04-2015,Mobile,Female,others
692812,07-03-2015,Desktop,Female,others
348090,14-01-2015,Desktop,Female,others
994923,23-03-2015,Desktop,Male,others
419293,22-01-2015,Desktop,Female,others
731657,26-03-2015,Desktop,Female,others
360266,14-01-2015,Desktop,Male,others
434041,17-02-2015,Desktop,Male,others
652655,22-02-2015,Desktop,Male,salaried
479138,26-02-2015,Desktop,Female,salaried
382711,22-03-2015,Desktop,Female,salaried
34256,05-01-2015,Desktop,Female,salaried
443673,06-04-2015,Mobile,Male,salaried
10228,07-02-2015,Desktop,Female,salaried
312067,31-03-2015,Desktop,Male,salaried
168590,02-02-2015,Desktop,Female,salaried
612274,03-02-2015,Desktop,Male,salaried
413574,27-01-2015,Desktop,Male,salaried
219207,07-04-2015,Mobile,Female,salaried
220291,21-02-2015,Mobile,Male,salaried
922933,18-02-2015,Desktop,Male,salaried
118145,12-02-2015,Desktop,Male,salaried
55401,11-03-2015,Desktop,Female,others
524526,28-01-2015,Mobile,Male,others
956997,24-04-2015,Desktop,Female,others
537959,07-03-2015,Desktop,Male,others
483316,27-03-2015,Mobile,Male,others
701392,13-02-2015,Desktop,Female,others
210195,24-01-2015,Desktop,Male,others
814920,08-04-2015,Desktop,Male,others
991988,10-02-2015,Desktop,Male,others
969083,12-04-2015,Desktop,Male,others
277505,21-02-2015,Desktop,Male,others
440696,24-01-2015,Desktop,Male,others
72002,30-04-2015,Desktop,Male,others
699892,20-02-2015,Desktop,Male,others
484484,04-01-2015,Mobile,Female,others
875549,02-01-2015,Desktop,Female,others
831335,17-01-2015,Desktop,Female,others
503376,11-01-2015,Mobile,Female,others
961777,17-01-2015,Desktop,Female,others
126864,12-04-2015,Desktop,Female,others
865084,13-04-2015,Desktop,Male,others
704094,10-02-2015,Desktop,Male,others
622905,02-02-2015,Desktop,Female,others
361809,29-04-2015,Mobile,Female,others
899858,14-03-2015,Desktop,Female,others
792456,08-01-2015,Mobile,Female,others
84047,21-01-2015,Desktop,Male,others
989337,01-02-2015,Desktop,Female,others
112441,14-02-2015,Mobile,Male,others
993164,03-02-2015,Desktop,Female,others
720129,26-03-2015,Mobile,Male,others
755300,27-01-2015,Desktop,Female,others
191464,10-03-2015,Desktop,Male,others
789681,14-03-2015,Desktop,Male,others
721363,12-02-2015,Desktop,Male,others
321857,29-01-2015,Desktop,Female,others
776246,25-04-2015,Desktop,Female,others
425990,24-02-2015,Desktop,Male,others
853960,28-01-2015,Desktop,Male,others
115556,09-01-2015,Desktop,Female,others
477906,12-02-2015,Mobile,Female,others
794019,25-04-2015,Desktop,Female,others
750769,27-04-2015,Mobile,Female,others
124515,13-02-2015,Mobile,Female,others
567698,12-01-2015,Desktop,Female,others
493949,28-01-2015,Desktop,Male,others
392825,03-03-2015,Mobile,Female,others
47306,17-04-2015,Desktop,Female,others
871076,18-01-2015,Desktop,Female,others
455158,27-03-2015,Desktop,Male,others
600190,02-02-2015,Desktop,Female,others
612316,21-03-2015,Desktop,Female,others
330623,14-04-2015,Desktop,Female,others
253495,23-01-2015,Desktop,Female,others
317873,06-01-2015,Mobile,Male,others
999361,17-01-2015,Desktop,Female,others
261713,28-03-2015,Desktop,Female,others
981426,30-03-2015,Desktop,Male,others
875451,06-04-2015,Desktop,Female,others
882721,28-02-2015,Desktop,Male,others
599816,31-01-2015,Mobile,Female,others
960769,26-04-2015,Desktop,Male,others
435168,01-01-2015,Mobile,Female,others
532371,08-03-2015,Mobile,Male,others
195570,20-01-2015,Desktop,Female,others
193062,13-01-2015,Desktop,Female,others
829196,19-02-2015,Mobile,Female,others
71230,19-03-2015,Desktop,Female,others
939784,01-01-2015,Desktop,Female,others
106078,16-04-2015,Desktop,Male,others
4221,28-01-2015,Mobile,Male,others
534643,24-03-2015,Desktop,Female,others
399733,20-04-2015,Desktop,Female,others
812987,22-03-2015,Desktop,Female,others
993520,10-04-2015,Mobile,Female,others
672031,30-01-2015,Desktop,Male,others
251525,14-04-2015,Mobile,Female,others
401796,23-03-2015,Desktop,Female,others
181885,21-03-2015,Mobile,Female,others
414087,02-02-2015,Desktop,Male,others
133531,21-02-2015,Mobile,Male,others
615582,01-03-2015,Desktop,Female,others
443026,08-02-2015,Desktop,Male,others
863180,12-03-2015,Mobile,Male,others
67279,11-04-2015,Mobile,Male,others
666995,23-03-2015,Desktop,Female,others
104719,15-01-2015,Desktop,Male,others
730953,27-03-2015,Desktop,Female,others
228968,03-04-2015,Mobile,Female,others
892934,29-03-2015,Mobile,Female,others
467827,03-01-2015,Mobile,Female,others
799219,16-03-2015,Desktop,Male,others
176039,05-01-2015,Desktop,Male,others
